14.39800|0.01829
18.79600|0.00371
23.19400|0.00664
27.59200|0.00805
31.99000|0.01244
36.38800|0.02276
40.78600|0.01186
45.18400|0.00861
49.58200|0.03060
53.98000|0.00643
58.37800|0.00354
62.77600|0.00131
67.17400|0.00101
71.57200|0.00169
75.97000|0.00259
80.36800|0.00252
84.76600|0.00188
89.16400|0.00133
93.56200|0.00046
97.96001|0.00028
102.35800|0.00118
106.75600|0.00124
111.15400|0.00139
115.55201|0.00094
119.95000|0.00220
124.34800|0.00132
128.74600|0.00183
133.14400|0.00140
137.54201|0.00150
141.94000|0.00104
146.33801|0.00091
150.73601|0.00273
155.13400|0.00069
159.53200|0.00017
163.92999|0.00071
168.32799|0.00078
172.72601|0.00130
177.12401|0.00087
181.52200|0.00151
185.92000|0.00101
190.31799|0.00088
194.71600|0.00031
199.11400|0.00172
203.51199|0.00051
207.91000|0.00047
212.30801|0.00094
216.70601|0.00093
221.10400|0.00078
225.50200|0.00046
229.89999|0.00051
234.29800|0.00038
238.69600|0.00069
243.09401|0.00055
247.49200|0.00150
251.89001|0.00127
256.28799|0.00142
260.68600|0.00137
265.08401|0.00154
269.48199|0.00150
273.88000|0.00155
278.27802|0.00123
282.67599|0.00102
287.07401|0.00111
291.47202|0.00094
295.87003|0.00132
300.26801|0.00129
304.66602|0.00117
309.06400|0.00114
313.46201|0.00087
317.86002|0.00075
322.25800|0.00039
326.65601|0.00039
331.05402|0.00031
335.45200|0.00026
339.85001|0.00072
344.24802|0.00093
348.64600|0.00051
353.04401|0.00127
357.44199|0.00084
361.84000|0.00138
366.23801|0.00088
370.63599|0.00089
375.03403|0.00065
379.43198|0.00015
383.83002|0.00036
388.22803|0.00032
392.62601|0.00002
397.02402|0.00049
401.42203|0.00093
405.82001|0.00084
410.21802|0.00068
414.61600|0.00115
419.01401|0.00118
423.41202|0.00089
427.81000|0.00102
432.20801|0.00076
436.60599|0.00063
441.00400|0.00040
445.40204|0.00017
449.79999|0.00114
454.19803|0.00003
458.59598|0.00024
462.99402|0.00085
467.39203|0.00083
471.79001|0.00100
476.18802|0.00108
480.58600|0.00101
484.98401|0.00071
489.38202|0.00026
493.78000|0.00033
498.17801|0.00059
502.57602|0.00108
506.97400|0.00163
511.37201|0.00199
515.77002|0.00201
520.16803|0.00198
524.56604|0.00181
528.96399|0.00170
533.36200|0.00078
537.76001|0.00028
542.15802|0.00135
546.55603|0.00259
550.95398|0.00283
555.35199|0.00398
559.75000|0.00498
564.14801|0.00648
568.54602|0.00811
572.94403|0.00991
577.34204|0.01403
581.73999|0.01209
586.13800|0.00732
590.53601|0.00582
594.93402|0.00408
599.33203|0.00371
603.73004|0.00276
608.12799|0.00233
612.52600|0.00131
616.92401|0.00047
621.32202|0.00037
625.72003|0.00080
630.11798|0.00115
634.51599|0.00100
638.91400|0.00102
643.31201|0.00088
647.71002|0.00089
652.10803|0.00048
656.50598|0.00056
660.90405|0.00031
665.30200|0.00051
669.70001|0.00062
674.09802|0.00075
678.49603|0.00097
682.89398|0.00067
687.29205|0.00060
691.69000|0.00036
696.08801|0.00007
700.48596|0.00059
704.88403|0.00031
709.28198|0.00036
713.67999|0.00067
718.07806|0.00064
722.47601|0.00074
726.87396|0.00068
731.27203|0.00063
735.67004|0.00033
740.06799|0.00016
744.46606|0.00005
748.86401|0.00054
753.26202|0.00053
757.65997|0.00081
762.05804|0.00062
766.45599|0.00068
770.85400|0.00074
775.25201|0.00058
779.65002|0.00054
784.04797|0.00013
788.44604|0.00009
792.84406|0.00045
797.24200|0.00037
801.63995|0.00057
806.03802|0.00087
810.43604|0.00086
814.83398|0.00090
819.23206|0.00096
823.63000|0.00071
828.02802|0.00084
832.42603|0.00073
836.82404|0.00073
841.22198|0.00072
845.62006|0.00059
850.01801|0.00122
854.41602|0.00063
858.81396|0.00080
863.21204|0.00060
867.60999|0.00034
872.00800|0.00045
876.40607|0.00040
880.80402|0.00042
885.20203|0.00052
889.60004|0.00048
893.99805|0.00058
898.39600|0.00071
902.79401|0.00062
907.19202|0.00072
911.59003|0.00065
915.98798|0.00069
920.38605|0.00055
924.78400|0.00115
929.18201|0.00190
933.58008|0.00260
937.97803|0.00251
942.37598|0.00198
946.77405|0.00135
951.17206|0.00031
955.57001|0.00046
959.96796|0.00026
964.36603|0.00028
968.76404|0.00010
973.16199|0.00008
977.56006|0.00034
981.95801|0.00047
986.35602|0.00006
990.75403|0.00010
995.15204|0.00030
999.54999|0.00087
1003.94800|0.00011
1008.34601|0.00034
1012.74402|0.00023
1017.14197|0.00012
1021.54004|0.00027
1025.93799|0.00010
1030.33594|0.00013
1034.73401|0.00017
1039.13208|0.00021
1043.53003|0.00014
1047.92810|0.00034
1052.32605|0.00049
1056.72400|0.00037
1061.12195|0.00033
1065.52002|0.00041
1069.91797|0.00050
1074.31604|0.00052
1078.71399|0.00054
1083.11206|0.00050
1087.51001|0.00040
1091.90808|0.00038
1096.30603|0.00017
1100.70398|0.00029
1105.10193|0.00021
1109.50000|0.00010
1113.89807|0.00024
1118.29602|0.00038
1122.69409|0.00041
1127.09204|0.00049
1131.48999|0.00059
1135.88806|0.00051
1140.28601|0.00062
1144.68396|0.00032
1149.08203|0.00039
1153.47998|0.00031
1157.87805|0.00031
1162.27600|0.00029
1166.67407|0.00017
1171.07202|0.00046
1175.46997|0.00076
1179.86804|0.00064
1184.26599|0.00060
1188.66406|0.00070
1193.06201|0.00071
1197.46008|0.00061
1201.85803|0.00048
1206.25610|0.00036
1210.65405|0.00032
1215.05200|0.00013
1219.44995|0.00015
1223.84802|0.00009
1228.24597|0.00018
1232.64404|0.00034
1237.04199|0.00041
1241.44006|0.00066
1245.83801|0.00060
1250.23608|0.00101
1254.63403|0.00058
1259.03198|0.00050
1263.42993|0.00048
1267.82800|0.00040
1272.22607|0.00037
1276.62402|0.00066
1281.02209|0.00074
1285.42004|0.00078
1289.81799|0.00077
1294.21606|0.00095
1298.61401|0.00086
1303.01196|0.00066
1307.41003|0.00026
1311.80798|0.00125
1316.20605|0.00192
1320.60400|0.00131
1325.00208|0.00085
1329.40015|0.00055
1333.79797|0.00060
1338.19604|0.00054
1342.59399|0.00068
1346.99207|0.00067
1351.39001|0.00086
1355.78796|0.00061
1360.18604|0.00057
1364.58411|0.00073
1368.98193|0.00083
1373.38000|0.00074
1377.77808|0.00058
1382.17603|0.00060
1386.57397|0.00048
1390.97205|0.00046
1395.37000|0.00014
1399.76807|0.00030
1404.16614|0.00041
1408.56396|0.00061
1412.96204|0.00086
1417.36011|0.00091
1421.75793|0.00106
1426.15601|0.00096
1430.55408|0.00090
1434.95203|0.00042
1439.35010|0.00025
1443.74792|0.00060
1448.14600|0.00073
1452.54407|0.00123
1456.94202|0.00120
1461.33997|0.00111
1465.73804|0.00090
1470.13599|0.00067
1474.53406|0.00034
1478.93213|0.00025
1483.32996|0.00044
1487.72803|0.00122
1492.12610|0.00193
1496.52393|0.00349
1500.92200|0.00641
1505.32007|0.04002
1509.71802|0.00411
1514.11609|0.00151
1518.51404|0.00054
1522.91199|0.00050
1527.31006|0.00089
1531.70813|0.00110
1536.10596|0.00109
1540.50403|0.00092
1544.90198|0.00094
1549.30005|0.00111
1553.69812|0.00059
1558.09595|0.00041
1562.49402|0.00039
1566.89209|0.00027
1571.28992|0.00035
1575.68799|0.00040
1580.08606|0.00043
1584.48401|0.00045
1588.88208|0.00047
1593.28003|0.00037
1597.67798|0.00047
1602.07605|0.00033
1606.47412|0.00054
1610.87195|0.00063
1615.27002|0.00071
1619.66809|0.00065
1624.06604|0.00073
1628.46411|0.00049
1632.86206|0.00053
1637.26001|0.00039
1641.65808|0.00036
1646.05591|0.00009
1650.45398|0.00030
1654.85205|0.00037
1659.25000|0.00044
1663.64807|0.00053
1668.04602|0.00050
1672.44397|0.00053
1676.84204|0.00043
1681.24011|0.00030
1685.63794|0.00026
1690.03601|0.00021
1694.43408|0.00027
1698.83203|0.00029
1703.22998|0.00047
1707.62805|0.00053
1712.02600|0.00051
1716.42407|0.00055
1720.82214|0.00038
1725.21997|0.00029
1729.61804|0.00011
1734.01611|0.00002
1738.41406|0.00014
1742.81201|0.00025
1747.20996|0.00030
1751.60803|0.00036
1756.00610|0.00043
1760.40393|0.00037
1764.80200|0.00035
1769.20007|0.00023
1773.59802|0.00005
1777.99597|0.00006
1782.39404|0.00018
1786.79199|0.00018
1791.19006|0.00032
1795.58813|0.00042
1799.98596|0.00032
1804.38403|0.00046
1808.78210|0.00036
1813.18005|0.00055
1817.57800|0.00048
1821.97607|0.00047
1826.37402|0.00058
1830.77209|0.00058
1835.17017|0.00069
1839.56799|0.00044
1843.96606|0.00055
1848.36401|0.00070
1852.76196|0.00054
1857.16003|0.00061
1861.55798|0.00020
1865.95605|0.00056
1870.35413|0.00078
1874.75195|0.00091
1879.15002|0.00087
1883.54810|0.00083
1887.94592|0.00073
1892.34399|0.00096
1896.74207|0.00126
1901.14001|0.00140
1905.53809|0.00136
1909.93616|0.00149
1914.33398|0.00158
1918.73206|0.00133
1923.13013|0.00118
1927.52795|0.00108
1931.92603|0.00089
1936.32410|0.00060
1940.72205|0.00041
1945.12012|0.00034
1949.51807|0.00066
1953.91602|0.00041
1958.31409|0.00074
1962.71191|0.00082
1967.10999|0.00065
1971.50806|0.00065
1975.90601|0.00040
1980.30408|0.00032
1984.70203|0.00040
1989.09998|0.00041
1993.49805|0.00054
1997.89612|0.00056
2002.29395|0.00056
2006.69202|0.00053
2011.09009|0.00123
2015.48804|0.00080
2019.88611|0.00036
2024.28406|0.00059
2028.68201|0.00060
2033.08008|0.00082
2037.47815|0.00108
2041.87598|0.00106
2046.27405|0.00117
2050.67212|0.00088
2055.07007|0.00090
2059.46802|0.00102
2063.86597|0.00095
2068.26392|0.00115
2072.66211|0.00111
2077.06006|0.00118
2081.45801|0.00137
2085.85620|0.00152
2090.25391|0.00166
2094.65210|0.00156
2099.05005|0.00136
2103.44800|0.00093
